Rank,Route_ID,Zone_ID,Location,Score,Households,Conversion_Rate,Saturation,Freshness,Daily_kWh,Expected_Closes,Latitude,Longitude,Priority
430,616,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
431,617,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
432,618,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
433,619,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
434,620,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
435,621,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
436,622,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
437,623,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
438,624,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
439,625,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
440,626,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
441,627,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
442,628,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
443,629,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
444,630,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
445,631,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
446,632,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
447,633,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
448,634,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
449,635,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
450,636,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
451,637,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
452,638,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
453,639,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
454,640,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
455,641,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
456,642,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
457,643,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
458,644,9,Fairfax,68.7,150,35%,5%,95%,504000,52.5,38.6353,-77.2750,FRESH
459,1015,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
460,1016,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
461,1017,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
462,1018,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
463,1019,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
464,1020,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
465,1021,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
466,1022,42,Herndon,68.4,150,35%,5%,95%,504000,52.5,38.9435,-77.3629,FRESH
467,1331,160,Sterling,68.4,150,35%,5%,95%,504000,52.5,39.0323,-77.3845,FRESH
468,1459,261,Manassas,68.4,150,40%,5%,95%,576000,60.0,38.8438,-77.4419,FRESH
469,1465,266,Rural,68.4,150,45%,5%,95%,648000,67.5,36.9463,-79.0599,FRESH
470,1466,266,Rural,68.4,150,45%,5%,95%,648000,67.5,36.9463,-79.0599,FRESH
471,984,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
472,985,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
473,986,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
474,987,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
475,988,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
476,989,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
477,990,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
478,991,36,Rural,68.4,150,45%,5%,95%,648000,67.5,38.4986,-77.8433,FRESH
479,1330,159,Fredericksburg,68.4,150,49%,30%,70%,705600,73.5,38.4642,-77.4156,MODERATE
480,1461,263,Rural,68.3,150,45%,5%,95%,648000,67.5,38.4081,-78.8521,FRESH
481,1375,193,Rural,68.3,150,45%,5%,95%,648000,67.5,36.9824,-78.2422,FRESH
482,1376,193,Rural,68.3,150,45%,5%,95%,648000,67.5,36.9824,-78.2422,FRESH
483,542,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
484,543,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
485,544,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
486,545,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
487,546,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
488,547,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
489,548,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
490,549,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
491,550,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
492,551,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
493,552,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
494,553,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
495,554,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
496,555,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
497,556,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
498,557,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
499,558,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
500,559,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
501,560,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
502,561,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
503,562,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
504,563,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
505,564,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
506,565,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
507,566,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
508,567,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
509,568,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
510,569,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
511,570,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
512,571,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
513,572,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
514,573,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
515,574,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
516,575,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
517,576,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
518,577,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
519,578,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
520,579,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
521,580,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
522,581,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
523,582,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
524,583,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
525,584,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
526,585,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
527,586,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
528,587,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
529,588,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
530,589,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
531,590,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
532,591,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
533,592,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
534,593,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
535,594,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
536,595,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
537,596,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
538,597,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
539,598,8,Charlottesville,68.2,150,38%,15%,85%,547200,57.0,38.0381,-78.5020,FRESH
540,1058,51,Ashland,68.2,150,45%,5%,95%,648000,67.5,37.7711,-77.4635,FRESH
541,1059,51,Ashland,68.2,150,45%,5%,95%,648000,67.5,37.7711,-77.4635,FRESH
542,1060,51,Ashland,68.2,150,45%,5%,95%,648000,67.5,37.7711,-77.4635,FRESH
543,1061,51,Ashland,68.2,150,45%,5%,95%,648000,67.5,37.7711,-77.4635,FRESH
544,1062,51,Ashland,68.2,150,45%,5%,95%,648000,67.5,37.7711,-77.4635,FRESH
545,1445,250,Alexandria,68.1,150,40%,5%,95%,576000,60.0,38.7580,-77.1799,FRESH
546,1446,250,Alexandria,68.1,150,40%,5%,95%,576000,60.0,38.7580,-77.1799,FRESH
547,1386,200,Rural,68.0,150,45%,5%,95%,648000,67.5,38.1659,-78.8361,FRESH
548,1387,200,Rural,68.0,150,45%,5%,95%,648000,67.5,38.1659,-78.8361,FRESH
549,1106,63,Rural,67.9,150,45%,5%,95%,648000,67.5,38.0783,-76.6069,FRESH
550,1107,63,Rural,67.9,150,45%,5%,95%,648000,67.5,38.0783,-76.6069,FRESH
551,1108,63,Rural,67.9,150,45%,5%,95%,648000,67.5,38.0783,-76.6069,FRESH
552,1109,63,Rural,67.9,150,45%,5%,95%,648000,67.5,38.0783,-76.6069,FRESH
553,1110,63,Rural,67.9,150,45%,5%,95%,648000,67.5,38.0783,-76.6069,FRESH
554,1111,63,Rural,67.9,150,45%,5%,95%,648000,67.5,38.0783,-76.6069,FRESH
555,1469,268,Rural,67.8,150,45%,5%,95%,648000,67.5,38.9858,-78.4069,FRESH
556,1470,268,Rural,67.8,150,45%,5%,95%,648000,67.5,38.9858,-78.4069,FRESH
557,1174,84,Rural,67.8,150,45%,5%,95%,648000,67.5,38.8697,-78.5636,FRESH
558,1175,84,Rural,67.8,150,45%,5%,95%,648000,67.5,38.8697,-78.5636,FRESH
559,1176,84,Rural,67.8,150,45%,5%,95%,648000,67.5,38.8697,-78.5636,FRESH
560,1177,84,Rural,67.8,150,45%,5%,95%,648000,67.5,38.8697,-78.5636,FRESH
561,1410,219,Arlington,67.8,150,40%,5%,95%,576000,60.0,38.8216,-77.1800,FRESH
562,1194,93,Rural,67.8,150,45%,5%,95%,648000,67.5,38.4989,-78.0088,FRESH
563,1195,93,Rural,67.8,150,45%,5%,95%,648000,67.5,38.4989,-78.0088,FRESH
564,1196,93,Rural,67.8,150,45%,5%,95%,648000,67.5,38.4989,-78.0088,FRESH
565,1078,57,Fairfax,67.7,150,35%,5%,95%,504000,52.5,38.8595,-77.2805,FRESH
566,1079,57,Fairfax,67.7,150,35%,5%,95%,504000,52.5,38.8595,-77.2805,FRESH
567,1080,57,Fairfax,67.7,150,35%,5%,95%,504000,52.5,38.8595,-77.2805,FRESH
568,1081,57,Fairfax,67.7,150,35%,5%,95%,504000,52.5,38.8595,-77.2805,FRESH
569,1082,57,Fairfax,67.7,150,35%,5%,95%,504000,52.5,38.8595,-77.2805,FRESH
570,1390,203,Rural,67.7,150,45%,5%,95%,648000,67.5,37.3962,-79.6254,FRESH
571,1391,203,Rural,67.7,150,45%,5%,95%,648000,67.5,37.3962,-79.6254,FRESH
572,1043,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
573,1044,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
574,1045,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
575,1046,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
576,1047,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
577,1048,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
578,1049,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
579,1050,47,Herndon,67.7,150,35%,5%,95%,504000,52.5,38.8950,-77.4531,FRESH
580,1092,60,Rural,67.7,150,45%,5%,95%,648000,67.5,36.7834,-79.0189,FRESH
581,1093,60,Rural,67.7,150,45%,5%,95%,648000,67.5,36.7834,-79.0189,FRESH
582,1094,60,Rural,67.7,150,45%,5%,95%,648000,67.5,36.7834,-79.0189,FRESH
583,1095,60,Rural,67.7,150,45%,5%,95%,648000,67.5,36.7834,-79.0189,FRESH
584,1096,60,Rural,67.7,150,45%,5%,95%,648000,67.5,36.7834,-79.0189,FRESH
585,1097,60,Rural,67.7,150,45%,5%,95%,648000,67.5,36.7834,-79.0189,FRESH
586,1471,269,Rural,67.6,150,45%,5%,95%,648000,67.5,37.6374,-77.0317,FRESH
587,1472,269,Rural,67.6,150,45%,5%,95%,648000,67.5,37.6374,-77.0317,FRESH
588,1212,99,Fairfax,67.6,150,35%,5%,95%,504000,52.5,38.7989,-77.1924,FRESH
589,1213,99,Fairfax,67.6,150,35%,5%,95%,504000,52.5,38.7989,-77.1924,FRESH
590,1214,99,Fairfax,67.6,150,35%,5%,95%,504000,52.5,38.7989,-77.1924,FRESH
591,1215,99,Fairfax,67.6,150,35%,5%,95%,504000,52.5,38.7989,-77.1924,FRESH
592,1223,102,Rural,67.6,150,45%,5%,95%,648000,67.5,38.1058,-79.3378,FRESH
593,1224,102,Rural,67.6,150,45%,5%,95%,648000,67.5,38.1058,-79.3378,FRESH
594,1225,102,Rural,67.6,150,45%,5%,95%,648000,67.5,38.1058,-79.3378,FRESH
595,1226,102,Rural,67.6,150,45%,5%,95%,648000,67.5,38.1058,-79.3378,FRESH
596,1304,139,Rural,67.5,150,45%,5%,95%,648000,67.5,37.7238,-79.7824,FRESH
597,1305,139,Rural,67.5,150,45%,5%,95%,648000,67.5,37.7238,-79.7824,FRESH
598,1083,58,Rural,67.5,150,45%,5%,95%,648000,67.5,38.4725,-78.7821,FRESH
599,1084,58,Rural,67.5,150,45%,5%,95%,648000,67.5,38.4725,-78.7821,FRESH
600,1085,58,Rural,67.5,150,45%,5%,95%,648000,67.5,38.4725,-78.7821,FRESH
601,1086,58,Rural,67.5,150,45%,5%,95%,648000,67.5,38.4725,-78.7821,FRESH
602,1087,58,Rural,67.5,150,45%,5%,95%,648000,67.5,38.4725,-78.7821,FRESH
603,1464,265,Rural,67.5,150,45%,5%,95%,648000,67.5,36.8534,-78.4713,FRESH
604,1373,191,Rural,67.4,150,45%,5%,95%,648000,67.5,38.1335,-76.9782,FRESH
605,1297,132,Rural,67.4,150,45%,5%,95%,648000,67.5,37.1483,-78.4327,FRESH
606,753,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
607,754,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
608,755,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
609,756,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
610,757,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
611,758,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
612,759,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
613,760,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
614,761,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
615,762,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
616,763,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
617,764,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
618,765,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
619,766,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
620,767,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
621,768,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
622,769,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
623,770,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
624,771,16,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0052,-79.2411,FRESH
625,1207,97,Rural,67.3,150,45%,5%,95%,648000,67.5,38.4202,-78.9129,FRESH
626,1208,97,Rural,67.3,150,45%,5%,95%,648000,67.5,38.4202,-78.9129,FRESH
627,1209,97,Rural,67.3,150,45%,5%,95%,648000,67.5,38.4202,-78.9129,FRESH
628,1437,244,Rural,67.3,150,45%,5%,95%,648000,67.5,38.0618,-78.9260,FRESH
629,1170,82,Rural,67.3,150,45%,5%,95%,648000,67.5,37.4292,-78.0102,FRESH
630,1171,82,Rural,67.3,150,45%,5%,95%,648000,67.5,37.4292,-78.0102,FRESH
631,1172,82,Rural,67.3,150,45%,5%,95%,648000,67.5,37.4292,-78.0102,FRESH
632,1361,182,Rural,67.3,150,45%,5%,95%,648000,67.5,38.2659,-78.8018,FRESH
633,795,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
634,796,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
635,797,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
636,798,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
637,799,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
638,800,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
639,801,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
640,802,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
641,803,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
642,804,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
643,805,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
644,806,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
645,807,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
646,808,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
647,809,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
648,810,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
649,811,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
650,812,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
651,813,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
652,814,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
653,815,18,Manassas,67.2,150,40%,5%,95%,576000,60.0,38.5268,-77.4430,FRESH
654,841,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
655,842,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
656,843,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
657,844,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
658,845,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
659,846,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
660,847,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
661,848,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
662,849,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
663,850,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
664,851,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
665,852,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
666,853,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
667,854,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
668,855,21,Rural,67.2,150,45%,5%,95%,648000,67.5,36.8399,-77.3470,FRESH
669,1300,135,Rural,67.2,150,45%,5%,95%,648000,67.5,37.6615,-76.4532,FRESH
670,1394,206,Rural,67.1,150,45%,5%,95%,648000,67.5,37.6373,-79.4506,FRESH
671,1431,238,Rural,67.1,150,45%,5%,95%,648000,67.5,38.2491,-78.1638,FRESH
672,1489,281,Charlottesville,67.1,150,38%,15%,85%,547200,57.0,38.0652,-78.5104,FRESH
673,922,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
674,923,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
675,924,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
676,925,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
677,926,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
678,927,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
679,928,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
680,929,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
681,930,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
682,931,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
683,932,29,Rural,67.0,150,45%,5%,95%,648000,67.5,36.6970,-78.1501,FRESH
684,1308,142,Rural,67.0,150,45%,5%,95%,648000,67.5,38.9697,-78.0372,FRESH
685,1481,275,Ashland,67.0,150,45%,5%,95%,648000,67.5,37.6601,-77.6284,FRESH
686,1072,55,Rural,66.9,150,45%,5%,95%,648000,67.5,36.6317,-79.0997,FRESH
687,1073,55,Rural,66.9,150,45%,5%,95%,648000,67.5,36.6317,-79.0997,FRESH
688,1074,55,Rural,66.9,150,45%,5%,95%,648000,67.5,36.6317,-79.0997,FRESH
689,1075,55,Rural,66.9,150,45%,5%,95%,648000,67.5,36.6317,-79.0997,FRESH
690,1076,55,Rural,66.9,150,45%,5%,95%,648000,67.5,36.6317,-79.0997,FRESH
691,1290,125,Rural,66.9,150,45%,5%,95%,648000,67.5,36.9834,-78.0753,FRESH
692,1320,151,Manassas,66.7,150,40%,5%,95%,576000,60.0,38.6748,-77.3604,FRESH
693,1098,61,Rural,66.7,150,45%,5%,95%,648000,67.5,36.9902,-77.6534,FRESH
694,1099,61,Rural,66.7,150,45%,5%,95%,648000,67.5,36.9902,-77.6534,FRESH
695,1100,61,Rural,66.7,150,45%,5%,95%,648000,67.5,36.9902,-77.6534,FRESH
696,1101,61,Rural,66.7,150,45%,5%,95%,648000,67.5,36.9902,-77.6534,FRESH
697,1102,61,Rural,66.7,150,45%,5%,95%,648000,67.5,36.9902,-77.6534,FRESH
698,1227,103,Rural,66.6,150,45%,5%,95%,648000,67.5,36.5794,-78.8529,FRESH
699,1228,103,Rural,66.6,150,45%,5%,95%,648000,67.5,36.5794,-78.8529,FRESH
700,1229,103,Rural,66.6,150,45%,5%,95%,648000,67.5,36.5794,-78.8529,FRESH
701,1191,92,Rural,66.6,150,45%,5%,95%,648000,67.5,38.1359,-78.1143,FRESH
702,1192,92,Rural,66.6,150,45%,5%,95%,648000,67.5,38.1359,-78.1143,FRESH
703,1193,92,Rural,66.6,150,45%,5%,95%,648000,67.5,38.1359,-78.1143,FRESH
704,1350,175,Fairfax,66.6,150,35%,5%,95%,504000,52.5,38.6873,-77.2963,FRESH
705,1413,222,Rural,66.5,150,45%,5%,95%,648000,67.5,38.2880,-77.0927,FRESH
706,1298,133,Rural,66.4,150,45%,5%,95%,648000,67.5,36.6599,-77.7674,FRESH
707,1053,50,Rural,66.4,150,45%,5%,95%,648000,67.5,37.2876,-78.8100,FRESH
708,1054,50,Rural,66.4,150,45%,5%,95%,648000,67.5,37.2876,-78.8100,FRESH
709,1055,50,Rural,66.4,150,45%,5%,95%,648000,67.5,37.2876,-78.8100,FRESH
710,1056,50,Rural,66.4,150,45%,5%,95%,648000,67.5,37.2876,-78.8100,FRESH
